code,country,region,value
484019001,Mexico,Abasolo,23.34000015
484019002,Mexico,Agualeguas,23.95999908
484019003,Mexico,"Aldamas, Los",19.54999924
484019004,Mexico,Allende,29.45000076
484019005,Mexico,Anahuac,25.19000053
484019006,Mexico,Apodaca,46.15999985
484019007,Mexico,Aramberri,22.20000076
484019008,Mexico,Bustamante,35.84999847
484019009,Mexico,Cadereyta Jimenez,25.45000076
484019010,Mexico,El Carmen,21.87000084
484019011,Mexico,Cerralvo,14.36999989
484019012,Mexico,Cienega de Flores,21.20999908
484019013,Mexico,China,20.46999931
484019014,Mexico,Doctor Arroyo,15.02999973
484019015,Mexico,Doctor Coss,9.149999619
484019016,Mexico,Doctor Gonzalez,13.06000042
484019017,Mexico,Galeana,22.30999947
484019018,Mexico,Garcia,33.36999893
484019019,Mexico,San Pedro Garza Garcia,64.95999908
484019020,Mexico,General Bravo,13.78999996
484019021,Mexico,General Escobedo,34.41999817
484019022,Mexico,General Teran,19.34000015
484019023,Mexico,General Trevino,33.04999924
484019024,Mexico,General Zaragoza,17.70999908
484019025,Mexico,General Zuazua,21.63999939
484019026,Mexico,Guadalupe,51.15999985
484019027,Mexico,"Herreras, Los",8.789999962
484019028,Mexico,Higueras,21.43000031
484019029,Mexico,Hualahuises,34.02999878
484019030,Mexico,Iturbide,13.65999985
484019031,Mexico,Juarez,29.01000023
484019032,Mexico,Lampazos de Naranjo,21.01000023
484019033,Mexico,Linares,35.09000015
484019034,Mexico,Marin,25.35000038
484019035,Mexico,Melchor Ocampo,14.78999996
484019036,Mexico,Mier y Noriega,5.610000134
484019037,Mexico,Mina,13.72000027
484019038,Mexico,Montemorelos,33.95000076
484019039,Mexico,Monterrey,51.04000092
484019040,Mexico,Paras,31.29999924
484019041,Mexico,Pesqueria,22.17000008
484019042,Mexico,"Ramones, Los",12.36999989
484019043,Mexico,Rayones,9.840000153
484019044,Mexico,Sabinas Hidalgo,33.88000107
484019045,Mexico,Salinas Victoria,21.95999908
484019046,Mexico,San Nicolas de los Garza,61.36999893
484019047,Mexico,Hidalgo,24.65999985
484019048,Mexico,Santa Catarina,42.88000107
484019049,Mexico,Santiago,43.18999863
484019050,Mexico,Vallecillo,14.71000004
484019051,Mexico,Villaldama,26.89999962
484020001,Mexico,Abejones,8.069999695
484020002,Mexico,Acatlan de Perez Figueroa,27.70000076
484020003,Mexico,Asuncion Cacalotepec,21.89999962
484020004,Mexico,Asuncion Cuyotepeji,21.57999992
484020005,Mexico,Asuncion Ixtaltepec,45.90000153
484020006,Mexico,Asuncion Nochixtlan,35.27000046
484020007,Mexico,Asuncion Ocotlan,9.06000042
484020008,Mexico,Asuncion Tlacolulita,29.07999992
484020009,Mexico,Ayotzintepec,10.43000031
484020010,Mexico,"Barrio de la Soledad, El",55.13000107
484020011,Mexico,Calihuala,16.03000069
484020012,Mexico,Candelaria Loxicha,13.46000004
484020013,Mexico,Cienega de Zimatlan,28.15999985
484020014,Mexico,Ciudad Ixtepec,50.02000046
484020015,Mexico,Coatecas Altas,3.480000019
484020016,Mexico,Coicoyan de las Flores,2.910000086
484020017,Mexico,"Compania, La",7.340000153
484020018,Mexico,Concepcion Buenavista,6.900000095
484020019,Mexico,Concepcion Papalo,10.69999981
484020020,Mexico,Constancia del Rosario,21.59000015
484020021,Mexico,Cosolapa,36
484020022,Mexico,Cosoltepec,34.70999908
484020023,Mexico,Cuilapam de Guerrero,38.24000168
484020024,Mexico,Cuyamecalco Villa de Zaragoza,9.699999809
484020025,Mexico,Chahuites,25.95999908
484020026,Mexico,Chalcatongo de Hidalgo,32.36000061
484020027,Mexico,Chiquihuitlan de Benito Juarez,9.720000267
484020028,Mexico,Heroica Ciudad de Ejutla de Crespo,18.82999992
484020029,Mexico,Eloxochitlan de Flores Magon,13.06000042
484020030,Mexico,"Espinal, El",69.90000153
484020031,Mexico,Tamazulapam del Espiritu Santo,22.40999985
484020032,Mexico,Fresnillo de Trujano,11.02999973
484020033,Mexico,Guadalupe Etla,48.75999832
484020034,Mexico,Guadalupe de Ramirez,15.43999958
484020035,Mexico,Guelatao de Juarez,67.58999634
484020036,Mexico,Guevea de Humboldt,9.819999695
484020037,Mexico,Mesones Hidalgo,10.42000008
484020038,Mexico,Villa Hidalgo,10.94999981
484020039,Mexico,Heroica Ciudad de Huajuapan de Leon,41.68000031
484020040,Mexico,Huautepec,5.059999943
484020041,Mexico,Huautla de Jimenez,24.59000015
484020042,Mexico,"Ixtlan de Juarez, San Juan Atepec",28.40999985
484020043,Mexico,Heroica Ciudad de Juchitán de Zaragoza,41.68000031
484020044,Mexico,Loma Bonita,26.31999969
484020045,Mexico,Magdalena Apasco,50.86000061
484020046,Mexico,Magdalena Jaltepec,10.43000031
484020047,Mexico,Santa Magdalena Jicotlan,20
484020048,Mexico,Magdalena Mixtepec,3.079999924
484020049,Mexico,Magdalena Ocotlan,22.14999962
484020050,Mexico,Magdalena Penasco,7.5
484020051,Mexico,Magdalena Teitipac,1.5
484020052,Mexico,Magdalena Tequisistlan,43.74000168
484020053,Mexico,Magdalena Tlacotepec,45.75999832
484020054,Mexico,Magdalena Zahuatlan,20
484020055,Mexico,Mariscala de Juarez,15.92000008
484020056,Mexico,Martires de Tacubaya,25.38999939
484020057,Mexico,Matías Romero Avendaño,38.09999847
484020058,Mexico,Mazatlan Villa de Flores,9.699999809
484020059,Mexico,Miahuatlan de Porfirio Diaz,27.37999916
484020060,Mexico,Mixistlan de la Reforma,5.449999809
484020061,Mexico,Monjas,4.679999828
484020062,Mexico,Natividad,33.75
484020063,Mexico,Nazareno Etla,57.45999908
484020064,Mexico,Nejapa de Madero,18.36000061
484020065,Mexico,Ixpantepec Nieves,14.53999996
484020066,Mexico,Santiago Niltepec,36.29999924
484020067,Mexico,Oaxaca de Juarez,63.33000183
484020068,Mexico,Ocotlan de Morelos,35.95999908
484020069,Mexico,"Pe, La",5.75
484020070,Mexico,Pinotepa de Don Luis,28.90999985
484020071,Mexico,Pluma Hidalgo,15.22999954
484020072,Mexico,San Jose del Progreso,9.239999771
484020073,Mexico,Putla Villa de Guerrero,34.11000061
484020075,Mexico,Reforma de Pineda,41.13000107
484020076,Mexico,"Reforma, La",12.68999958
484020077,Mexico,Reyes Etla,43.77000046
484020078,Mexico,Rojas de Cuauhtemoc,42.99000168
484020079,Mexico,Salina Cruz,55.90999985
484020080,Mexico,San Agustin Amatengo,5.369999886
484020081,Mexico,San Agustin Atenango,11.43999958
484020082,Mexico,San Agustin Chayuco,19.02000046
484020083,Mexico,San Agustin de las Juntas,43.36999893
484020084,Mexico,San Agustin Etla,54.65000153
484020085,Mexico,San Agustin Loxicha,8.449999809
484020086,Mexico,San Agustin Tlacotepec,29.62999916
484020087,Mexico,San Agustin Yatareni,22.11000061
484020088,Mexico,San Andres Cabecera Nueva,12.98999977
484020089,Mexico,San Andres Dinicuiti,20.55999947
484020090,Mexico,San Andres Huaxpaltepec,38.18999863
484020091,Mexico,San Andres Huayapam,61.81000137
484020092,Mexico,San Andres Ixtlahuaca,34
484020093,Mexico,San Andres Lagunas,2.779999971
484020094,Mexico,San Andres Nuxino,9.460000038
484020095,Mexico,San Andres Paxtlan,7.960000038
484020096,Mexico,San Andres Sinaxtla,47.93999863
484020097,Mexico,San Andres Solaga,8.5
484020098,Mexico,San Andres Teotilalpam,11.5
484020099,Mexico,San Andres Tepetlapa,6.380000114
484020100,Mexico,San Andres Yaa,17.78000069
484020101,Mexico,San Andres Zabache,9.619999886
484020102,Mexico,San Andres Zautla,37.59999847
484020103,Mexico,San Antonino Castillo Velasco,22.73999977
484020104,Mexico,San Antonino el Alto,11.34000015
484020105,Mexico,San Antonino Monte Verde,2.920000076
484020106,Mexico,San Antonio Acutla,11.89999962
484020107,Mexico,San Antonio de la Cal,44.00999832
484020108,Mexico,San Antonio Huitepec,17.44000053
484020109,Mexico,"San Antonio Nanahuatipam, Teotitlan de Flores Magon",47.56000137
484020110,Mexico,San Antonio Sinicahua,2.50999999
484020111,Mexico,San Antonio Tepetlapa,26.38999939
484020112,Mexico,San Baltazar Chichicapam,31.92000008
484020113,Mexico,San Baltazar Loxicha,9.550000191
484020114,Mexico,San Baltazar Yatzachi el Bajo,13.71000004
484020115,Mexico,San Bartolo Coyotepec,58.29000092
484020116,Mexico,San Bartolome Ayautla,11.19999981
484020117,Mexico,San Bartolome Loxicha,16.25
484020118,Mexico,San Bartolome Quialana,1.879999995
484020119,Mexico,San Bartolome Yucuane,9.460000038
484020120,Mexico,San Bartolome Zoogocho,30.55999947
484020121,Mexico,San Bartolo Soyaltepec,24.65999985
484020122,Mexico,San Bartolo Yautepec,23.78000069
484020123,Mexico,San Bernardo Mixtepec,13.05000019
484020124,Mexico,San Blas Atempa,14.10000038
484020125,Mexico,San Carlos Yautepec,8.93999958
484020126,Mexico,San Cristobal Amatlan,6.329999924
484020127,Mexico,San Cristobal Amoltepec,14.39000034
484020128,Mexico,San Cristobal Lachirioag,41.40000153
484020129,Mexico,San Cristobal Suchixtlahuaca,29.22999954
484020130,Mexico,San Dionisio del Mar,18.15999985
484020131,Mexico,San Dionisio Ocotepec,10.42000008
484020132,Mexico,San Dionisio Ocotlan,28.04000092
484020133,Mexico,San Esteban Atatlahuca,23.42000008
484020134,Mexico,San Felipe Jalapa de Diaz,12.14999962
484020135,Mexico,San Felipe Tejalapam,17.64999962
484020136,Mexico,San Felipe Usila,16.60000038
484020137,Mexico,San Francisco Cahuacua,9.31000042
484020138,Mexico,San Francisco Cajonos,18.75
484020139,Mexico,San Francisco Chapulapa,4.460000038
484020140,Mexico,San Francisco Chindua,12.09000015
484020141,Mexico,San Francisco del Mar,23.68000031
484020142,Mexico,San Francisco Huehuetlan,20.11000061
484020143,Mexico,San Francisco Ixhuatan,33.34999847
484020144,Mexico,San Francisco Jaltepetongo,16.04999924
484020145,Mexico,San Francisco Lachigolo,49.79000092
484020146,Mexico,San Francisco Logueche,0.9300000072
484020147,Mexico,San Francisco Nuxano,14.94999981
484020148,Mexico,San Francisco Ozolotepec,7.769999981
484020149,Mexico,San Francisco Sola,14.07999992
484020150,Mexico,San Francisco Telixtlahuaca,40.75
484020152,Mexico,San Francisco Tlapancingo,7.21999979
484020153,Mexico,San Gabriel Mixtepec,25.62000084
484020154,Mexico,San Ildefonso Amatlan,2.160000086
484020155,Mexico,San Ildefonso Sola,7.019999981
484020156,Mexico,San Ildefonso Villa Alta,19.32999992
484020157,Mexico,San Jacinto Amilpas,61.38000107
484020158,Mexico,San Jacinto Tlacotepec,12.77999973
484020159,Mexico,San Jeronimo Coatlan,9.430000305
484020160,Mexico,San Jeronimo Silacayoapilla,9.619999886
484020161,Mexico,San Jeronimo Sosola,17.37000084
484020162,Mexico,San Jeronimo Taviche,8.210000038
484020163,Mexico,San Jeronimo Tecoatl,26.02000046
484020164,Mexico,San Jorge Nuchita,2.980000019
484020165,Mexico,San Jose Ayuquila,9.789999962
484020166,Mexico,San Jose Chiltepec,27.18000031
484020167,Mexico,San Jose del Penasco,1.120000005
484020168,Mexico,San Jose Estancia Grande,23.86000061
484020169,Mexico,San Jose Independencia,18.04000092
484020170,Mexico,San Jose Lachiguiri,5.920000076
484020171,Mexico,San Jose Tenango,10.98999977
484020172,Mexico,San Juan Achiutla,7.409999847
484020173,Mexico,Animas Trujano,52.52999878
484020174,Mexico,San Juan Bautista Atatlahuca,3.609999895
484020175,Mexico,San Juan Bautista Coixtlahuaca,16.45999908
484020176,Mexico,San Juan Bautista Cuicatlan,28.68000031
484020177,Mexico,San Juan Bautista Guelache,53.90999985
484020178,Mexico,San Juan Bautista Jayacatlan,4.730000019
484020179,Mexico,San Juan Bautista lo de Soto,32.66999817
484020180,Mexico,San Juan Bautista Suchitepec,19.22999954
484020181,Mexico,San Juan Bautista Tlacoatzintepec,19.45000076
484020182,Mexico,San Juan Bautista Tlachichilco,5.960000038
484020183,Mexico,San Juan Bautista Tuxtepec,38.11999893
484020184,Mexico,San Juan Cacahuatepec,39.65000153
484020185,Mexico,San Juan Cieneguilla,11.27000046
484020186,Mexico,San Juan Coatzospam,11.46000004
484020187,Mexico,San Juan Colorado,24.61000061
484020188,Mexico,San Juan Comaltepec,4.610000134
484020189,Mexico,San Juan Cotzocon,20.84000015
484020190,Mexico,San Juan Chicomezuchil,41.36999893
484020191,Mexico,San Juan Chilateca,56.18999863
484020192,Mexico,San Juan del Estado,29.21999931
484020193,Mexico,San Juan del Rio,8.340000153
484020194,Mexico,San Juan Diuxi,6.5
484020195,Mexico,San Juan Evangelista Analco,21.11000061
484020196,Mexico,San Juan Guelavia,17.03000069
484020197,Mexico,San Juan Guichicovi,20.98999977
484020198,Mexico,San Juan Ihualtepec,0.7900000215
484020199,Mexico,San Juan Juquila Mixes,11.76000023
484020200,Mexico,San Juan Juquila Vijanos,5.860000134
484020201,Mexico,San Juan Lachao,13.06000042
484020202,Mexico,San Juan Lachigalla,2.329999924
484020203,Mexico,San Juan Lajarcia,18.75
484020204,Mexico,San Juan Lalana,10.97999954
484020205,Mexico,San Juan de los Cues,26.86000061
484020206,Mexico,San Juan Mazatlan,13.86999989
484020207,Mexico,San Juan Mixtepec Distrito 08,19.90999985
484020208,Mexico,San Juan Mixtepec Distrito 26,18.38999939
484020209,Mexico,San Juan Numi,6.829999924
484020210,Mexico,San Juan Ozolotepec,5.059999943
484020211,Mexico,San Juan Petlapa,1.889999986
484020212,Mexico,San Juan Quiahije,7.559999943
484020213,Mexico,San Juan Quiotepec,14.72999954
484020214,Mexico,San Juan Sayultepec,33.20000076
484020215,Mexico,San Juan Tabaa,30.52000046
484020216,Mexico,San Juan Tamazola,5.130000114
484020217,Mexico,San Juan Teita,9.800000191
484020218,Mexico,San Juan Teitipac,16.54000092
484020219,Mexico,San Juan Tepeuxila,2.480000019
484020220,Mexico,San Juan Teposcolula,8.199999809
484020221,Mexico,San Juan Yaee,8.010000229
484020222,Mexico,San Juan Yatzona,17.29999924
484020223,Mexico,San Juan Yucuita,45.31999969
484020224,Mexico,San Lorenzo,16.60000038
484020225,Mexico,San Lorenzo Albarradas,6.239999771
484020226,Mexico,San Lorenzo Cacaotepec,47.72999954
484020227,Mexico,San Lorenzo Cuaunecuiltitla,7.409999847
484020228,Mexico,San Lorenzo Texmelucan,6.400000095
484020229,Mexico,San Lorenzo Victoria,10.85000038
484020230,Mexico,San Lucas Camotlan,7.659999847
484020231,Mexico,San Lucas Ojitlan,10.05000019
484020232,Mexico,San Lucas Quiavini,5.670000076
484020233,Mexico,San Lucas Zoquiapam,12.48999977
484020234,Mexico,San Luis Amatlan,5.260000229
484020235,Mexico,San Marcial Ozolotepec,7.690000057
484020236,Mexico,San Marcos Arteaga,7.360000134
484020237,Mexico,San Martin de los Cansecos,15.85999966
484020238,Mexico,San Martin Huamelulpam,35.02000046
484020239,Mexico,San Martin Itunyoso,16.09000015
484020240,Mexico,San Martin Lachila,13.72000027
484020241,Mexico,San Martin Peras,1.730000019
484020242,Mexico,San Martin Tilcajete,37.93999863
484020243,Mexico,San Martin Toxpalan,22.86000061
484020244,Mexico,San Martin Zacatepec,5.989999771
484020245,Mexico,San Mateo Cajonos,10.81000042
484020246,Mexico,Capulalpam de Mendez,60.72999954
484020247,Mexico,San Mateo del Mar,21.48999977
484020248,Mexico,San Mateo Yoloxochitlan,17.06999969
484020249,Mexico,San Mateo Etlatongo,17.78000069
484020250,Mexico,San Mateo Nejapam,1.429999948
484020251,Mexico,San Mateo Penasco,18.30999947
484020252,Mexico,San Mateo Pinas,4.420000076
484020253,Mexico,San Mateo Rio Hondo,12.76000023
484020254,Mexico,San Mateo Sindihui,9.170000076
484020255,Mexico,San Mateo Tlapiltepec,16.36000061
484020256,Mexico,San Melchor Betaza,4.739999771
484020257,Mexico,San Miguel Achiutla,8.729999542
484020258,Mexico,San Miguel Ahuehuetitlan,1.289999962
484020259,Mexico,San Miguel Aloapam,1.24000001
484020260,Mexico,San Miguel Amatitlan,4.920000076
484020261,Mexico,San Miguel Amatlan,8.840000153
484020262,Mexico,San Miguel Coatlan,2.380000114
484020263,Mexico,San Miguel Chicahua,8.760000229
484020264,Mexico,San Miguel Chimalapa,18.15999985
484020265,Mexico,San Miguel del Puerto,14.02999973
484020266,Mexico,San Miguel del Rio,8.449999809
484020267,Mexico,San Miguel Ejutla,27.31999969
484020268,Mexico,San Miguel el Grande,58.25999832
484020269,Mexico,San Miguel Huautla,3.589999914
484020270,Mexico,San Miguel Mixtepec,3.289999962
484020271,Mexico,San Miguel Panixtlahuaca,10.31000042
484020272,Mexico,San Miguel Peras,10.05000019
484020273,Mexico,San Miguel Piedras,9.220000267
484020274,Mexico,San Miguel Quetzaltepec,10.18000031
484020275,Mexico,San Miguel Santa Flor,9.449999809
484020276,Mexico,Villa Sola de Vega,11.65999985
484020277,Mexico,San Miguel Soyaltepec,18.52000046
484020278,Mexico,San Miguel Suchixtepec,22.71999931
484020279,Mexico,Villa Talea de Castro,22.89999962
484020280,Mexico,San Miguel Tecomatlan,24.19000053
484020281,Mexico,San Miguel Tenango,10.77999973
484020282,Mexico,San Miguel Tequixtepec,4.590000153
484020283,Mexico,San Miguel Tilquiapam,5.449999809
484020284,Mexico,San Miguel Tlacamama,25.88999939
484020285,Mexico,San Miguel Tlacotepec,24.05999947
484020286,Mexico,San Miguel Tulancingo,28.80999947
484020287,Mexico,San Miguel Yotao,1.529999971
484020288,Mexico,San Nicolas,2.089999914
484020289,Mexico,San Nicolas Hidalgo,12.14999962
484020290,Mexico,San Pablo Coatlan,5.239999771
484020291,Mexico,San Pablo Cuatro Venados,9.380000114
484020292,Mexico,San Pablo Etla,62.43999863
484020293,Mexico,San Pablo Huitzo,50.34000015
484020294,Mexico,San Pablo Huixtepec,36.36000061
484020295,Mexico,San Pablo Macuiltianguis,22.42000008
484020296,Mexico,San Pablo Tijaltepec,4.71999979
484020297,Mexico,San Pablo Villa de Mitla,21.90999985
484020298,Mexico,San Pablo Yaganiza,3.24000001
484020299,Mexico,San Pedro Amuzgos,23.20999908
484020300,Mexico,San Pedro Apostol,41.34000015
484020301,Mexico,San Pedro Atoyac,6.550000191
484020302,Mexico,San Pedro Cajonos,25
484020303,Mexico,San Pedro Coxcaltepec Cantaros,10
484020304,Mexico,San Pedro Comitancillo,72.51999664
484020305,Mexico,San Pedro el Alto,3.309999943
484020306,Mexico,San Pedro Huamelula,33.88999939
484020307,Mexico,San Pedro Huilotepec,39.02999878
484020308,Mexico,San Pedro Ixcatlan,13.53999996
484020309,Mexico,San Pedro Ixtlahuaca,18.82999992
484020310,Mexico,San Pedro Jaltepetongo,19.72999954
484020311,Mexico,San Pedro Jicayan,21.07999992
484020312,Mexico,San Pedro Jocotipac,6.449999809
484020313,Mexico,San Pedro Juchatengo,14.47000027
484020314,Mexico,San Pedro Martir,12.27999973
484020315,Mexico,San Pedro Martir Quiechapa,11.93000031
484020316,Mexico,San Pedro Martir Yucuxaco,24.90999985
484020317,Mexico,San Pedro Mixtepec - distr. 22,37.25
484020318,Mexico,San Pedro Mixtepec - distr. 26,11.97999954
484020319,Mexico,San Pedro Molinos,29.12999916
484020320,Mexico,San Pedro Nopala,5.130000114
484020321,Mexico,San Pedro Ocopetatillo,6.480000019
484020322,Mexico,San Pedro Ocotepec,12.60999966
484020323,Mexico,San Pedro Pochutla,26.12999916
484020324,Mexico,San Pedro Quiatoni,5.420000076
484020325,Mexico,San Pedro Sochiapam,7.119999886
484020326,Mexico,San Pedro Tapanatepec,26.93000031
484020327,Mexico,San Pedro Taviche,1.200000048
484020328,Mexico,San Pedro Teozacoalco,13.89999962
484020329,Mexico,San Pedro Teutila,11.02999973
484020330,Mexico,San Pedro Tidaa,15.53999996
484020331,Mexico,San Pedro Topiltepec,8.770000458
484020332,Mexico,San Pedro Totolápam,27.22999954
484020333,Mexico,Villa de Tututepec de Melchor Ocampo,23.56999969
484020334,Mexico,San Pedro Yaneri,6.599999905
484020335,Mexico,San Pedro Yolox,8.270000458
484020336,Mexico,San Pedro y San Pablo Ayutla,15.48999977
484020337,Mexico,Villa de Etla,55.91999817
484020338,Mexico,San Pedro y San Pablo Teposcolula,39.70000076
484020339,Mexico,San Pedro y San Pablo Tequixtepec,17.45000076
484020340,Mexico,San Pedro Yucunama,8.569999695
484020341,Mexico,San Raymundo Jalpan,63.81000137
484020342,Mexico,San Sebastian Abasolo,16.62999916
484020343,Mexico,San Sebastian Coatlan,11.09000015
484020344,Mexico,San Sebastian Ixcapa,27.30999947
484020345,Mexico,San Sebastian Nicananduta,10.71000004
484020346,Mexico,San Sebastian Rio Hondo,13.5
484020347,Mexico,San Sebastian Tecomaxtlahuaca,17.04000092
484020348,Mexico,San Sebastian Teitipac,19.80999947
484020349,Mexico,San Sebastian Tutla,81.12999725
484020350,Mexico,San Simon Almolongas,5.940000057
484020351,Mexico,San Simon Zahuatlan,0.6800000072
484020352,Mexico,Santa Ana,2.130000114
484020353,Mexico,Santa Ana Ateixtlahuaca,5.190000057
484020354,Mexico,Santa Ana Cuauhtemoc,14.02999973
484020355,Mexico,Santa Ana del Valle,17.29999924
484020356,Mexico,Santa Ana Tavela,14.56000042
484020357,Mexico,Santa Ana Tlapacoyan,17.39999962
484020358,Mexico,Santa Ana Yareni,3.609999895
484020359,Mexico,Santa Ana Zegache,18.82999992
484020361,Mexico,Santa Catarina Cuixtla,26.63999939
484020362,Mexico,Santa Catarina Ixtepeji,12.98999977
484020363,Mexico,Santa Catarina Juquila,20.04000092
484020364,Mexico,Santa Catarina Lachatao,10.67000008
484020365,Mexico,Santa Catarina Loxicha,10.18999958
484020366,Mexico,Santa Catarina Mechoacan,15.23999977
484020367,Mexico,Santa Catarina Minas,18.77000046
484020368,Mexico,Santa Catarina Quiane,23.09000015
484020369,Mexico,Santa Catarina Tayata,49.36000061
484020370,Mexico,Santa Catarina Ticua,33.5
484020371,Mexico,Santa Catarina Yosonotu,15.77999973
484020372,Mexico,Santa Catarina Zapoquila,7.320000172
484020373,Mexico,Santa Cruz Acatepec,18.01000023
484020374,Mexico,Santa Cruz Amilpas,57.74000168
484020375,Mexico,Santa Cruz de Bravo,22.38999939
484020376,Mexico,Santa Cruz Itundujia,12.36999989
484020377,Mexico,Santa Cruz Mixtepec,17.47999954
484020378,Mexico,Santa Cruz Nundaco,18.47999954
484020379,Mexico,Santa Cruz Papalutla,17.85000038
484020380,Mexico,Santa Cruz Tacache de Mina,14.36999989
484020381,Mexico,Santa Cruz Tacahua,17.42000008
484020382,Mexico,Santa Cruz Tayata,15.10000038
484020383,Mexico,Santa Cruz Xitla,2.569999933
484020384,Mexico,Santa Cruz Xoxocotlan,54.54999924
484020385,Mexico,Santa Cruz Zenzontepec,5.579999924
484020386,Mexico,Santa Gertrudis,28.97999954
484020387,Mexico,Santa Ines del Monte,5.349999905
484020388,Mexico,Santa Ines Yatzeche,9.720000267
484020389,Mexico,Santa Lucia del Camino,64.04000092
484020390,Mexico,Santa Lucia Miahuatlan,1.230000019
484020391,Mexico,Santa Lucia Monteverde,11.27000046
484020392,Mexico,Santa Lucia Ocotlan,8.979999542
484020393,Mexico,Santa Maria Alotepec,28.88999939
484020394,Mexico,Santa Maria Apazco,17.48999977
484020395,Mexico,Santa Maria la Asuncion,4.309999943
484020396,Mexico,Heroica Ciudad de Tlaxiaco,48.22000122
484020397,Mexico,Ayoquezco de Aldama,25.28000069
484020398,Mexico,Santa Maria Atzompa,49.88999939
484020399,Mexico,"Santa Maria Camotlan, Santiago Huajolotitlan",22.64999962
484020400,Mexico,Santa Maria Colotepec,25.77000046
484020401,Mexico,Santa Maria Cortijo,22.53000069
484020402,Mexico,Santa Maria Coyotepec,39.56000137
484020403,Mexico,Santa Maria Chachoapam,25.64999962
484020404,Mexico,Villa de Chilapa de Diaz,10.78999996
484020405,Mexico,Santa Maria Chilchotla,9.029999733
484020406,Mexico,Santa Maria Chimalapa,13.68000031
484020407,Mexico,Santa Maria del Rosario,30.37000084
484020408,Mexico,Santa Maria del Tule,64.84999847
484020409,Mexico,Santa Maria Ecatepec,21.34000015
484020410,Mexico,Santa Maria Guelace,26.12999916
484020411,Mexico,Santa Maria Guienagati,14.22000027
484020412,Mexico,Santa Maria Huatulco,30.73999977
484020413,Mexico,Santa Maria Huazolotitlan,24.07999992
484020414,Mexico,Santa Maria Ipalapa,11.93999958
484020415,Mexico,Santa Maria Ixcatlan,1.100000024
484020416,Mexico,Santa Maria Jacatepec,20.54000092
484020417,Mexico,Santa Maria Jalapa del Marques,46.18999863
484020418,Mexico,Santa Maria Jaltianguis,26.15999985
484020419,Mexico,Santa Maria Lachixio,17.64999962
484020420,Mexico,Santa Maria Mixtequilla,43.50999832
484020421,Mexico,Santa Maria Nativitas,20.72999954
484020422,Mexico,Santa Maria Nduayaco,14.47000027
484020423,Mexico,Santa Maria Ozolotepec,11.06999969
484020424,Mexico,Santa Maria Papalo,3.450000048
484020425,Mexico,Santa Maria Penoles,8.819999695
484020426,Mexico,Santa Maria Petapa,25.12999916
484020427,Mexico,Santa Maria Quiegolani,24.79999924
484020428,Mexico,Santa Maria Sola,11.98999977
484020429,Mexico,Santa Maria Tataltepec,21.43000031
484020430,Mexico,Santa Maria Tecomavaca,35.15000153
484020431,Mexico,Santa Maria Temaxcalapa,20.07999992
484020432,Mexico,"Santa Maria Temaxcaltepec, Santos Reyes Nopala",19.87999916
484020433,Mexico,Santa Maria Teopoxco,5.369999886
484020434,Mexico,Santa Maria Tepantlali,3.920000076
484020435,Mexico,Santa Maria Texcatitlan,6.320000172
484020436,Mexico,Santa Maria Tlahuitoltepec,36.72999954
484020437,Mexico,Santa Maria Tlalixtac,8.590000153
484020438,Mexico,Santa Maria Tonameca,16.47999954
484020439,Mexico,Santa Maria Totolapilla,33.11999893
484020440,Mexico,Santa Maria Xadani,14.47999954
484020441,Mexico,Santa Maria Yalina,8.819999695
484020442,Mexico,Santa Maria Yavesia,6.099999905
484020443,Mexico,Santa Maria Yolotepec,16.67000008
484020444,Mexico,Santa Maria Yosoyua,15.03999996
484020445,Mexico,Santa Maria Yucuhiti,20.73999977
484020446,Mexico,Santa Maria Zacatepec,16.20000076
484020447,Mexico,Santa Maria Zaniza,10.23999977
484020448,Mexico,Santa Maria Zoquitlan,13.28999996
484020449,Mexico,Santiago Amoltepec,6.409999847
484020450,Mexico,Santiago Apoala,8.529999733
484020451,Mexico,Santiago Apostol,7.650000095
484020452,Mexico,Santiago Astata,30.86000061
484020453,Mexico,Santiago Atitlan,7.860000134
484020454,Mexico,Santiago Ayuquililla,7.820000172
484020455,Mexico,Santiago Cacaloxtepec,14.82999992
484020456,Mexico,Santiago Camotlan,8.779999733
484020457,Mexico,Santiago Comaltepec,29.30999947
484020458,Mexico,Santiago Chazumba,33.56000137
484020459,Mexico,Santiago Choapam,6.960000038
484020460,Mexico,Santiago del Rio,6.099999905
484020461,Mexico,Santiago Huauclilla,9.300000191
484020462,Mexico,Santiago Ihuitlan Plumas,5.800000191
484020463,Mexico,Santiago Ixcuintepec,11.97999954
484020464,Mexico,Santiago Ixtayutla,4.25
484020465,Mexico,Santiago Jamiltepec,31.81999969
484020466,Mexico,Santiago Jocotepec,8.579999924
484020467,Mexico,Santiago Juxtlahuaca,18.55999947
484020468,Mexico,Santiago Lachiguiri,13.78999996
484020469,Mexico,Santiago Lalopa,15.22000027
484020470,Mexico,Santiago Laollaga,45.47999954
484020471,Mexico,Santiago Laxopa,4.210000038
484020472,Mexico,Santiago Llano Grande,38.90999985
484020473,Mexico,Santiago Matatlan,17.20000076
484020474,Mexico,Santiago Miltepec,13.89000034
484020475,Mexico,Santiago Minas,2.519999981
484020476,Mexico,Santiago Nacaltepec,17.81999969
484020477,Mexico,Santiago Nejapilla,2.039999962
484020478,Mexico,Santiago Nundiche,9.399999619
